,0
1502,0.46875
1503,0.15625
1504,0.15625
1505,0.15625
1506,0.15625
1507,0.15625
1508,0.15625
1509,0.15625
1510,0.3125
1511,0.3125
1512,0.3125
1513,0.15625
1514,0.15625
1515,0.3125
1516,0.3125
1517,0.46875
1518,0.625
1519,0.46875
1520,0.625
1521,0.15625
1522,0.3125
1523,0.3125
1524,0.3125
1525,0.3125
1526,0.3125
1527,0.3125
1528,1.09375
1529,1.09375
1530,1.09375
1531,0.625
1532,0.625
1533,0.625
1534,0.9375
1535,0.9375
1536,0.9375
1537,0.15625
1538,0.625
1539,0.625
1540,0.15625
1541,0.78125
1542,0.78125
1543,0.78125
1544,0.78125
1545,0.78125
1546,0.625
1547,0.46875
1548,0.15625
1549,0.46875
1550,0.15625
1551,0.78125
1552,0.78125
1553,0.78125
1554,0.78125
1555,0.3125
1556,0.3125
1557,0.3125
1558,0.15625
1559,0.46875
1560,0.46875
1561,0.46875
1562,0.46875
1563,0.3125
1564,0.15625
1565,0.15625
1566,0.78125
1567,0.625
1568,0.625
1569,0.625
1570,0.15625
1571,0.15625
1572,0.15625
1573,0.15625
1574,0.15625
1575,0.15625
1576,0.15625
1577,0.15625
1578,0.3125
1579,0.3125
1580,0.15625
1581,0.15625
1582,0.15625
1583,0.15625
1584,0.15625
1585,0.15625
1586,0.15625
1587,0.15625
1588,0.15625
1589,0.15625
1590,0.15625
1591,0.15625
1592,0.15625
1593,0.15625
1594,0.15625
1595,0.15625
1596,0.15625
1597,0.15625
1598,0.15625
1599,0.15625
1600,0.15625
1601,0.15625
1602,0.15625
1603,0.15625
1604,0.3125
1605,0.3125
1606,0.15625
1607,0.15625
1608,0.3125
1609,0.15625
1610,0.15625
1611,0.15625
1612,0.15625
1613,0.15625
1614,0.15625
1615,0.15625
1616,0.15625
1617,0.15625
1618,0.15625
1619,0.15625
1620,0.15625
1621,0.15625
1622,0.15625
1623,0.15625
1624,0.15625
1625,0.15625
1626,0.15625
1627,0.15625
1628,0.15625
1629,0.15625
1630,0.15625
1631,0.3125
1632,0.3125
1633,0.3125
1634,0.3125
1635,0.46875
1636,0.46875
1637,0.3125
1638,0.3125
1639,0.3125
1640,0.3125
1641,0.46875
1642,0.46875
1643,0.46875
1644,0.46875
1645,0.46875
1646,0.46875
1647,0.46875
1648,0.46875
1649,0.46875
1650,0.15625
1651,0.15625
1652,0.15625
1653,0.15625
1654,0.15625
1655,0.78125
1656,0.78125
1657,0.78125
1658,0.78125
1659,0.78125
1660,0.78125
1661,0.625
1662,0.625
1663,0.625
1664,0.625
1665,0.625
1666,0.625
1667,0.625
1668,0.625
1669,0.625
1670,0.9375
1671,0.46875
1672,0.46875
1673,0.46875
1674,0.46875
1675,0.46875
1676,0.625
1677,0.625
1678,0.625
1679,0.625
1680,0.625
1681,0.46875
1682,0.46875
1683,0.46875
1684,0.625
1685,0.625
1686,0.78125
1687,0.78125
1688,0.78125
1689,0.46875
1690,0.46875
1691,0.46875
1692,0.46875
1693,0.625
1694,0.46875
1695,0.15625
1696,0.15625
1697,0.15625
1698,0.15625
1699,0.15625
1700,0.15625
1701,0.3125
1702,0.3125
1703,0.3125
1704,0.3125
1705,0.3125
1706,0.3125
1707,0.3125
1708,0.3125
1709,0.15625
1710,0.15625
1711,0.3125
1712,0.15625
1713,0.15625
1714,0.3125
1715,0.3125
1716,0.3125
1717,0.3125
1718,0.3125
1719,0.3125
1720,0.46875
1721,0.46875
1722,0.46875
1723,0.46875
1724,0.46875
1725,0.46875
1726,0.46875
1727,0.46875
1728,0.3125
1729,0.3125
1730,0.3125
1731,0.3125
1732,0.15625
1733,0.15625
1734,0.15625
1735,0.15625
1736,0.15625
1737,0.15625
1738,0.15625
1739,0.15625
1740,0.15625
1741,0.15625
1742,0.15625
1743,0.15625
1744,0.15625
1745,0.15625
1746,0.15625
1747,0.15625
1748,0.15625
1749,0.3125
1750,0.3125
1751,0.15625
1752,0.15625
1753,0.15625
1754,0.15625
1755,0.15625
1756,0.15625
1757,0.3125
1758,0.15625
1759,0.15625
1760,0.15625
1761,0.15625
1762,0.15625
1763,0.15625
1764,0.15625
1765,0.46875
1766,0.46875
1767,0.46875
1768,0.3125
1769,0.3125
1770,0.3125
1771,0.3125
1772,0.3125
1773,0.3125
1774,0.3125
1775,0.3125
1776,0.15625
1777,0.15625
1778,0.15625
1779,0.15625
1780,0.15625
1781,0.15625
1782,0.15625
1783,0.15625
1784,0.15625
1785,0.15625
1786,0.15625
1787,0.3125
1788,0.3125
1789,0.3125
1790,0.3125
1791,0.3125
1792,0.3125
1793,0.3125
1794,0.3125
1795,0.3125
1796,0.3125
1797,0.3125
1798,0.46875
1799,0.46875
1800,0.46875
1801,0.46875
1802,0.46875
1803,0.46875
1804,0.46875
1805,0.46875
1806,0.46875
1807,0.46875
1808,0.46875
1809,0.46875
1810,0.3125
1811,0.3125
1812,0.3125
1813,0.3125
1814,0.3125
1815,0.15625
1816,0.15625
1817,0.15625
1818,0.15625
1819,0.78125
1820,0.78125
1821,0.78125
1822,0.9375
1823,0.78125
1824,0.78125
1825,0.78125
1826,0.78125
1827,0.78125
1828,0.78125
1829,0.78125
1830,0.78125
1831,0.78125
1832,0.78125
1833,0.78125
1834,0.78125
1835,0.625
1836,0.625
1837,0.625
1838,0.625
1839,0.625
1840,0.625
1841,0.625
1842,0.625
1843,0.625
1844,0.46875
1845,0.46875
1846,0.46875
1847,0.46875
1848,0.46875
1849,0.46875
1850,0.625
1851,0.625
1852,0.625
1853,0.78125
1854,0.78125
1855,0.78125
1856,0.78125
1857,0.46875
1858,0.46875
1859,0.46875
1860,0.46875
1861,0.46875
1862,0.3125
1863,0.3125
1864,0.3125
1865,0.3125
1866,0.3125
1867,0.625
1868,0.625
1869,0.625
1870,0.625
1871,0.625
1872,0.625
1873,0.625
1874,0.78125
1875,0.78125
1876,0.78125
1877,0.15625
1878,0.15625
1879,0.15625
1880,0.3125
1881,0.3125
1882,0.3125
1883,0.3125
1884,0.3125
1885,0.3125
1886,0.3125
1887,0.3125
1888,0.3125
1889,0.15625
1890,0.3125
1891,0.3125
1892,0.15625
1893,0.78125
1894,0.78125
1895,0.15625
1896,0.15625
1897,0.15625
1898,0.15625
1899,0.3125
1900,0.3125
1901,0.15625
1902,0.3125
1903,0.3125
1904,0.15625
1905,0.15625
1906,0.15625
